id,gender,khmer_name
1261,male,ទូច ហេង
1262,male,អ៊ុយ សិរី
1263,male,មាន ណារិទ្ធ
1264,female,សរ សុភ័ក្រ្ត
1265,female,យស់ សុផាត
1266,female,ណាត់ ឆោម
1267,female,ខេម ស្រីនារ
1268,male,សុខ ណាត់
1269,female,សេង អម្ពរ
1270,male,ស៊ូ សុវណ្ណា
1271,female,អ៊ុច ហ្ស៊ូ
1272,male,គ្រី សេង
1273,female,មាន សារ៉េត
1274,male,កាំង កែវ
1275,male,ឌុល ចំរើន
1276,female,ស៊ុន វណ្ណារី
1277,male,ថៃ វុឌ្ឍី
1278,male,ឱ រដ្ឋា
1279,male,រស់ ជ័យ
1280,female,វង្ស កែវ
1281,male,កាំង សិរី
1282,male,ឆន ក្រយ៉ា
1283,male,ប្រាក់ ស៊ីណា
1284,female,តាង រូ
1285,female,ក្រម ស៊ី
1286,male,គ្រី រូ
1287,female,ឆាយ ឈិត
1288,female,ចាន់ ណាង
1289,female,អ៊ុច ឯក
1290,female,កែវ សារ៉េត
1291,male,សោម សុវណ្ណា
1292,female,អិម រឿន
1293,male,ផាន ខេម
1294,female,ដួង សម្បត្តិ
1295,female,ហួយ លំអង
1296,male,រ៉ន ចំរើន
1297,female,ហេង សារឿន
1298,female,ជិន លំអង
1299,female,ម៉ៅ សែកា
1300,male,ឡាយ រង្សី
1301,male,ទ្រី ណាង
1302,female,ញឹក ធា
1303,female,ក្រម សុធី
1304,male,អៀវ ហេង
1305,male,ហ៊ិន សុភា
1306,female,អ៊ុច ម៉ៅ
1307,female,ហ៊ឹម ទឹក
1308,female,សន លីហ្សា
1309,female,ឌិត គឹមលា
1310,female,ដាញ់ លី
1311,male,ឱក ឡុង
1312,male,មាស ហ៊ឹម
1313,male,រស់ ប៊ុនហេង
1314,female,លី ណាន
1315,female,សិន សារឿន
1316,female,ឃីម រូ
1317,male,លន់ ចំរើន
1318,female,លិម ផា
1319,male,មាន ផល្លា
1320,female,ជឹម ជា
1321,female,ហាក់ ខេមរៈ
1322,male,ជឹម សេង
1323,male,សង មាស
1324,male,ហុង លាង
1325,male,កាំង សុខ
1326,male,ទុំ វីឈៀត
1327,female,មា សម្បត្តិ
1328,male,ទុំ ប៊ុន
1329,female,សៀង សោភា
1330,female,ឈឹម វណ្ណា
1331,male,អ៊ុយ លាង
1332,female,សោម សុខា
1333,male,ឆោម អ៊ូ
1334,female,ឆន សារ៉េត
1335,male,កឹម សុភក្ត្រ
1336,male,ជិន សម្បត្តិ
1337,male,តាត សុគម
1338,male,ឱ ដានី
1339,male,លីវ ពៅ
1340,male,កឹម សៀន
1341,male,សម ហេង
1342,female,ប៉ាង ម៉ាលី
1343,female,ទុំ សារិន
1344,male,សាត ពិសិដ្ឋ
1345,female,កែប គុន្ធា
1346,female,ផាន សុភក្ត្រ
1347,male,ឱ ក្រយ៉ា
1348,female,ឃិន សោភា
1349,female,ឌី ស៊ីវន
1350,female,សិន ចន្ថា
1351,male,កែប ស៊ីន
1352,male,វ៉ាង លាង
1353,male,ឱ ខាន់
1354,female,ខាយ ស្រីនិច
1355,male,ភី ដារា
1356,female,ជឹម គុន្ធា
1357,male,លីវ ភារៈ
1358,male,ឆាយ បទុម
1359,male,ស ស្បោង
1360,female,ឆាយ សម្បត្តិ
1361,male,ឆន ហេង
1362,male,ហួយ ណាត់
1363,female,គ្រី ចាង
1364,male,ឈិន ទិព្វសព្ទ
1365,male,ចេន កែវ
1366,female,សន ម៉ម
1367,male,អាង សុខ
1368,male,ងួន សោភ័ណ
1369,male,សន រិន
1370,female,ឆោម រៅំឌើល
1371,female,អ៊ុំ គឹម
1372,female,យុន សុភ័ក្រ្ត
1373,female,សោម បូណ៌មី
1374,female,ឱ រ៉ន
1375,female,មាន សារិន
1376,female,អ៊ុយ វាសនា
1377,female,លន់ សុភ័ក្រ្ត
1378,female,ប្រាក់ ពិសិដ្ឋ
1379,female,វ៉ាង វណ្ណា
1380,male,ទុំ សមសួន
1381,female,មួយ រស់
1382,male,ខៀវ ណាង
1383,male,វង្ស គឹម
1384,female,គឹម ស្រីនាង
1385,male,ចាន់ សាំភេះ
1386,female,ស៊ន ស្រីនិច
1387,female,ពិជ លីហ្សា
1388,female,ម៉ៅ រតនា
1389,male,ម៉ាក ធី
1390,female,វ៉េត ម៉ម
1391,male,ប៊ុន ងិន
1392,male,ប៉ាង ទេព
1393,female,សាយ ផល្លា
1394,female,ជិន ចាន់ណា
1395,female,សាយ កែវមនី
1396,female,ស៊ន សោភ័ណ
1397,female,មូល ស៊ីណា
1398,male,មួយ វាសនា
1399,male,ពិជ ពិជ័យ
1400,male,ហ៊ុន និស្ស័យ
1401,female,ស វឌ្ឍនា
1402,female,ឱ សារ៉េត
1403,male,ឌួង ណាត់
1404,female,សឺន សុបឺណ
1405,male,យូ រដ្ឋា
1406,female,សឿង តុលា
1407,female,សន សោភា
1408,female,ទុំ រដ្ឋា
1409,male,សុខ សុមេធា
1410,female,ចុក សុធី
1411,female,សរ ម៉ូនីកា
1412,female,ចុក អន
1413,male,សូ ផាន
1414,male,ឌួង ពៅ
1415,male,គឹម ហ៊ិន
1416,female,រ៉េត ណារ៉ុង
1417,female,ហុង ណាន
1418,female,ឱ សុធី
1419,male,ហួយ ណារ៉ុង
1420,male,ទុំ ស៊ីន
1421,female,ខៀវ ចិន្តា
1422,female,សិន រស់
1423,female,ទូច សាត
1424,male,ថន មណី
1425,female,តាង សោភា
1426,male,ពេជ្រ ភារៈ
1427,female,សឺន វណ្ណា
1428,female,ស ខេមរៈ
1429,male,ស សង
1430,female,សាយ បញ្ញា
1431,female,ចាន់ សុផល
1432,female,ហួយ ស្រីនួន
1433,male,ជិន តារា
1434,male,ឃិន ឱក
1435,male,នី កុសល
1436,male,ចន្ទ សុជាត
1437,female,ចាន់ ម៉ូនីកា
1438,male,ឌិន សោភ័ណ
1439,female,ខៀវ សារិន
1440,male,ឡុង ទឹក
1441,male,ឌិន ឆេង
1442,female,លីវ វិជ្ជរ៉ា
1443,male,តាំង សិរី
1444,male,សៀង រូ
1445,male,រស់ សូនីតា
1446,male,ប៉ែន ចន្ទ
1447,female,ឱម និសា
1448,male,ចាន់ វិបុល
1449,male,អៀម នី
1450,male,ខៀវ វណ្ណា
1451,male,រួយ វាសនា
1452,female,ជ័យ រដ្ឋា
1453,male,ប៉ែន សុខ
1454,female,សង បទុម
1455,female,ជិន ហេង
1456,female,ឃាង ខេមរៈ
1457,female,ខេម ចាង
1458,male,រួយ សុខ
1459,female,អ៊ុយ ណារី
1460,male,ហេង ផាល្លេះ
1461,female,សុខ រៅំឌើល
1462,female,សម ម៉ាលីន
1463,female,អាង ហ៊ឹម
1464,female,ចេង ខាន់
1465,male,លិម ចាន់ណា
1466,female,លន់ បូណ៌មី
1467,male,យស់ សោភ័ណ
1468,male,ហ៊ឹម ចាន់ណា
1469,male,សាន រតនា
1470,female,ស៊ីន វណ្ណារី
1471,female,ហ៊ឹម គឹមលា
1472,male,ស ចំរើន
1473,female,សុង ហាន់
1474,female,សៅ កុម្ភៈ
1475,female,ស៊ី ចិន្តា
1476,male,អិម សង
1477,male,រ៉េត ឈួន
1478,male,ឈិត សមសួន
1479,male,កាំង រស្មី
1480,female,ខាត់ បញ្ញា
1481,male,ចាប ស៊ីន
1482,male,សន រ៉ាយ
1483,female,ឆន ឈិត
1484,male,ចេង ខាន់
1485,male,ចុក ស្បោង
1486,male,អិម សាវឿន
1487,male,ចាប អ៊ូ
1488,female,ហូ សីម៉ា
1489,male,រស់ ជឿត
1490,male,គឹម សារឿន
1491,female,អៀម ចន្ទ
1492,male,រស់ ម៉ៅ
1493,male,អាង សាវឿន
1494,female,អ៊ូ លីហ្សា
1495,male,អិម ប៊ុនហេង
1496,male,មា ស្បោង
1497,female,កែប ចន្ថា
1498,female,ញឹក ចិន្តា
1499,female,ម៉ៅ ធា
1500,female,ហួយ ស៊ីណាត
1501,male,មូល សុខ
1502,male,តក់ លាភ
1503,male,អៀវ សារឿន
1504,male,កែវ ម៉ៅ
1505,female,ឯក ពីលីកា
1506,female,វ៉ាង រៅំឌើល
1507,female,ប៉ុក សុខា
1508,female,ខាត់ ចន្ថា
1509,male,ស ហាន់
1510,male,ទូច ចិន្ដា
1511,female,អៀម លាង
1512,female,ខៀវ យ៉េន
1513,female,មូល ហេង
1514,male,ឈិន ជ័យ
1515,female,ឈិត សឺម៉ន
1516,female,ទូច កែវមនី
1517,female,ឯក សុភក្ត្រ
1518,female,ទិត្យ ភាក្គ្លី
1519,female,អៀម ពៅ
1520,male,សរ ង៉ុយ
1521,female,ឡុង ស្រីនួន
1522,male,អ៊ុយ ថាត់
1523,male,វ៉េត ទេព
1524,female,សរ ខេមរៈ
1525,female,លិម សាន
1526,female,ឱ សុខ
1527,female,សុង ស្រីនាង
1528,female,សឺន ម៉ូនីកា
1529,female,សាន សុជាតា
1530,female,តាង ស៊ីណាត
1531,female,សៅ សុម៉ាលី
1532,male,ដាញ់ ពិសាល
1533,male,លីម តារា
1534,male,ទូច ណារិទ្ធ
1535,male,កែវ ពិជ័យ
1536,male,សិន សាំភេះ
1537,female,ស៊ុយ រដ្ឋា
1538,female,ងួន ម៉ូនីកា
1539,female,វង្ស សោភា
1540,female,វង្ស ផ្កា
1541,male,សរ គិត
1542,male,សាង ផាន
1543,male,ប៉ាង ចាន់ណា
1544,female,ស្រី សុខា
1545,male,ស៊ូ ហុក
1546,female,ដួង រស់
1547,female,មា ពិសិដ្ឋ
1548,male,លីម សារិទ្ធ
1549,female,ឃីម សុភ័ក្រ្ត
1550,male,សៀង សោភ័ណ
1551,male,ទី និមល
1552,female,លន់ ដានី
1553,male,កូយ ឫទ្ធិ
1554,female,ទឹក កែវ
1555,female,ស ចន្ថា
1556,female,ចេន ចំរើន
1557,male,ងិន កុសល
1558,female,ក្រម បទុម
1559,male,ម៉ៅ ឡុង
1560,male,ស្បោង សំណាង
1561,female,អិម ផា
1562,male,លី រ៉េត
1563,female,អ៊ុយ សុម៉ាលី
1564,male,លីម ពិជ
1565,female,វ៉េត សោភា
1566,male,សៀង ពិរុណ
1567,female,អិម ឈូករតន៍
1568,female,ទ្រី ចន្ថា
1569,female,សម បទុម
1570,female,សេន ស្រីនារ
1571,male,សាត ណាង
1572,female,ឱម ស្រីពេជ្រ
1573,female,ជាម សឺម៉ន
1574,female,ម៉ៅ ឧសភា
1575,male,ស៊ន ហេង
1576,female,សរ កញ្ញា
1577,male,រស់ ផល្លា
1578,male,ឈឹម សម្បត្តិ
1579,male,ឌួង រង្សី
1580,female,ហុង វណ្ណា
1581,female,យុន ចំប៉ី
1582,male,សាន វុឌ្ឍី
1583,male,ឡុង ហេង
1584,female,យស់ ខេមរៈ
1585,male,ធី កែវ
1586,male,អ៊ូ វណ្ណា
1587,male,ស៊ូ សារ៉េត
1588,male,សរ ណាង
1589,female,សៅ យ៉េន
1590,male,មា ពៅ
1591,female,ឌិត ទឹក
1592,male,កែវ ណារិទ្ធ
1593,male,ជា ហុក
1594,female,ហុក សម្បត្តិ
1595,male,សុង ចំរើន
1596,female,ជាម ចន្ទ
1597,male,ជាម សារិទ្ធ
1598,male,ឈិន ជា
1599,female,រ៉ន ស៊ីវន
1600,male,សាង ភារៈ
1601,female,ហ៊ឹម លីនដា
1602,male,ទី គឹម
1603,female,សិន ហ្ស៊ូ
1604,female,ចេន ចន្ទ
1605,male,សែន សែន
1606,female,អាង សុគម
1607,male,ឈិត ង៉ុយ
1608,male,អ៊ុំ វណ្ណា
1609,male,កាំង ធី
1610,female,សរ សុធី
1611,female,សឿង នី
1612,male,ស៊ី គឹម
1613,male,អិម សុផល
1614,male,ឃីម ឈួន
1615,male,សាយ សុផល
1616,female,លីវ សេង
1617,female,ចេន សុជាតា
1618,male,ឃាង ឈៀង
1619,male,ឌិន ហ៊ឹម
1620,male,សៀង សិរី
1621,female,សេន ឆោម
1622,male,អិម ខេម
1623,male,ណាត់ សោភ័ណ
1624,male,ហួយ សាវឿន
1625,male,ង៉ុយ វិបុល
1626,female,ហុង សៀន
1627,male,ប៉ាង វីឈៀត
1628,male,មាន មាស
1629,female,ធី កែវមនី
1630,male,ប៉ាង រស្មី
1631,female,ស៊ុន សុផល
1632,male,មា សុភក្ត្រ
1633,male,ធី ប៊ុន
1634,male,ស្រី ណាង
1635,male,ឱក សំ
1636,male,ពេជ្រ កុសល
1637,male,ឈិត សម្រិត
1638,female,ស៊ុយ វណ្ណា
1639,male,ង៉ុយ ជ័យ
1640,male,ហ៊ុន សុខ
1641,male,អិម ពិសាល
1642,female,មាន ស្រីនួន
1643,male,លីម ខាន់
1644,male,ជី សុគម
1645,male,សរ ណារិទ្ធ
1646,female,ស៊ន ស៊ីវន
1647,male,សេង វីរៈ
1648,male,អៀម សារ៉េត
1649,male,សង ទឹក
1650,female,តាំង សារិន
1651,male,រ៉េត សោភ័ណ
1652,male,ដួង ជា
1653,male,ទី តារា
1654,female,លន់ រ៉ន
1655,female,ឌួង វណ្ណា
1656,male,ខេម សុផល
1657,female,ងិន បូណ៌មី
1658,male,សង សារឿន
1659,male,ឡុង ឈួន
1660,male,ចាន់ សាកងៀ
1661,female,អិម ធាន
1662,female,ចេង ហ៊ឹម
1663,female,ប៊ុន ភាក្គ្លី
1664,female,ប៉ែន អម្ពរ
1665,male,ឌួង សុផាត
1666,male,ពិជ បញ្ញា
1667,female,ធី ហៀក
1668,male,ស៊ូ សំណាង
1669,female,សុង សាម៉ន
1670,female,ស ឈិត
1671,female,ចេន សុវណ្ណា
1672,female,ជ័យ សាវឿន
1673,male,យូ មណី
1674,female,ដួង យ៉ាន
1675,male,រស់ ពិជ័យ
1676,male,ឌិន ព្រះ
1677,male,នី បទុម
1678,female,យុន ពីលីកា
1679,female,ភួង សម្បត្តិ
1680,male,ឌី សំណាង
1681,female,សម បញ្ញា
1682,female,តក់ ម៉ាលីស
1683,female,គួច ផ្កា
1684,male,ចេង ភារៈ
1685,female,លន់ ចន្ថា
1686,male,ស៊ុយ ចាន់ណា
1687,female,វ៉េត ចំរើន
1688,female,ពិជ សុធី
1689,male,ទិត្យ សុភា
1690,male,ឃិន សុវណ្ណ
1691,female,ចាប សុគម
1692,female,ដាញ់ សាមៀន
1693,male,ហុង សិទ្ធិស័ក្តិ
1694,female,ជា សំណាង
1695,female,កែវ សុខា
1696,female,ជឹម ដានី
1697,female,យស់ រូ
1698,female,រ៉ន សម្បត្តិ
1699,female,សៅ វណ្ណារី
1700,female,ប៉ាង វិជ្ជរ៉ា
1701,female,ឱ ចន្ថា
1702,male,អាង ទេព
1703,female,យស់ ស្រីពេជ្រ
1704,male,សាន់ វីរៈ
1705,male,ហាក់ ងួន
1706,female,សម សាវ៉ាន់
1707,male,កឹម សុធី
1708,female,សៅ ចន្ទនារី
1709,female,តាង ស៊ី
1710,female,ង៉ុយ ច័ន្ទមុនី
1711,male,ហុក ព្រះ
1712,male,អ៊ុំ មុនី
1713,male,ស៊ុន ធារិទ្ធ
1714,female,អ៊ុយ សុបឺណ
1715,male,អុង លាង
1716,male,លី បញ្ញា
1717,male,កែប ទឹក
1718,male,ទី សុគម
1719,female,មូល ហៀក
1720,male,អ៊ុំ សាំភេះ
1721,female,អិម ភាក្គ្លី
1722,male,ស៊ន សិទ្ធិស័ក្តិ
1723,male,កឹម ទិព្វសព្ទ
1724,female,ស គឹម
1725,female,ស៊ី នី
1726,female,វ៉េត រដ្ឋា
1727,male,អៀវ រ៉េត
1728,male,ហុក ណែន
1729,female,សែន សុវណ្ណា
1730,female,ហុង សុខ
1731,male,ថៃ ឱក
1732,female,ឱក សីហា
1733,female,សាន់ ផល្លា
1734,female,អាង សំណាង
1735,female,ឌួង ស្រីនារ
1736,female,ឃាង ចន្ថា
1737,male,លីម ភារៈ
1738,female,ភី ចិន្តា
1739,male,ងិន សេង
1740,female,ញឹក ឈូករតន៍
1741,male,ឆាយ ច័ន្ទដារិទ្ធ
1742,male,ប៊ុន សុខា
1743,female,សឺន អម្ពរ
1744,male,ឡាយ វុឌ្ឍី
1745,male,រស់ ពិសិដ្ឋ
1746,male,សិន ប៊ុនថៃ
1747,male,សុខ សុភា
1748,male,អិម យ៉ាន
1749,male,ខាយ រដ្ឋា
1750,male,ងិន ប៊ុនហេង
1751,male,ចេង ពៅ
1752,male,ជា សំណាង
1753,male,សន មាស
1754,female,ស៊ន ម៉ូនីកា
1755,male,ជាម សមសួន
1756,male,អៀវ ដានី
1757,male,ឈឹម ទុយ
1758,female,វ៉ាង យ៉ាន
1759,male,ប៉ែន ឡុង
1760,male,សម ជ័យ
1761,male,ប៉ុក ឡុង
1762,female,ឌុល សុភ័ក្រ្ត
1763,male,យស់ សុខ
1764,male,សាត ទិព្វសព្ទ
1765,female,ញឹក ប៉ែន
1766,female,ស សមាត្រ
1767,female,ម៉ៅ ហៀក
1768,female,កែវ សៀន
1769,male,សុខ យ៉ាន
1770,male,សេង ដារា
1771,female,សុង ស្រីមុំ
1772,female,ឃាង ឡេង
1773,female,ខាយ លីហ្សា
1774,female,អ៊ុយ ទេព
1775,male,សួន អ៊ូ
1776,female,ស៊ន សែន
1777,male,ម៉ាក គឹម
1778,female,ស សំ
1779,male,ផាន ប៊ុន
1780,female,ហ៊ឹម សឺម៉ន
1781,male,អ៊ូ ផាន
1782,female,សរ គុន្ធារ
1783,male,កែវ គឹម
1784,male,រ៉េត ចំណាន
1785,male,ប៉ាង ផា
1786,male,ឌុល ឫទ្ធិ
1787,female,ញឹក សុបឺណ
1788,male,ភួង ចាន់ណា
1789,male,សេង ពិរុណ
1790,female,សរ ពីលីកា
1791,male,សង ស្បោង
1792,female,ដាញ់ ឈិត
1793,female,ទ្រី សាវ៉េត
1794,female,កូយ សោភា
1795,female,ងិន លំអង
1796,female,អ៊ូ មណី
1797,male,កាំង ធារិទ្ធ
1798,female,ថន គុន្ធា
1799,female,ឱក ឯក
1800,female,ម៉ាក សុភក្ត្រ
1801,male,ជី ឈៀង
1802,male,កឹម វីរៈ
1803,male,ពិជ សាន
1804,male,ឌិន ទូច
1805,male,ឆន ជ័យ
1806,male,អ៊ូ សុគម
1807,male,ហូ អន
1808,female,ចាប សៀន
1809,female,ជិន ភួង
1810,female,រ៉េត ស្រី
1811,female,សាង បុប្ផា
1812,female,ខ្លូត សុម៉ាលី
1813,female,អិម សំ
1814,female,ឱម ស៊ីវន
1815,male,ខាយ រង្សី
1816,male,រស់ សុខា
1817,male,សរ ឡេង
1818,female,សង និមល
1819,female,អិម បទុម
1820,female,តូច ម៉ម
1821,male,សរ ជា
1822,male,សន សាម៉ន
1823,male,ស្រី ភារៈ
1824,male,ស ពិរុណ
1825,female,ហូ សូហ្វី
1826,male,ខាត់ សមសួន
1827,male,ឆន សិទ្ធិស័ក្តិ
1828,male,ឡុង ណាង
1829,female,ឡាយ ឆេង
1830,female,សែន ធា
1831,male,ឈិន យ៉េន
1832,female,ប៊ុន រតនា
1833,female,យស់ រៅំឌើល
1834,male,ឆន លុយ
1835,female,ហ៊ុន ភួង
1836,female,សន លីនដា
1837,male,សាត សារ៉េត
1838,female,វង្ស នី
1839,female,ស វិជ្ជរ៉ា
1840,female,ភួង សារឿន
1841,female,អៀវ ធី
1842,female,ស៊ន ចាន់ធី
1843,female,ចាន់ សូហ្វី
1844,female,សង ស្រី
1845,female,សៅ មណី
1846,female,ឱក យ៉េន
1847,female,ចាន់ ចន្ថា
1848,female,រួយ ស៊ី
1849,female,សឺន លំអង
1850,male,ស៊ុយ សោភ័ណ
1851,male,សាន់ ស៊ីន
1852,female,ហូ ណាន
1853,female,ប៉ែន សុភ័ក្រ្ត
1854,female,កែវ ភាក្គ្លី
1855,female,ខៀវ សុខ
1856,female,កូយ ចាន់ធី
1857,female,ឌិន សុផល
1858,female,សួន ម៉ាលីស
1859,female,សោម សុជាតា
1860,male,ជ័យ ឡេង
1861,male,ពិជ ខេម
1862,male,ឯក ចន្ថា
1863,female,ពិជ សាន
1864,male,សាត រង្សី
1865,female,សោម កែវ
1866,female,ញឹក សោភ័ណ
1867,male,ស៊ីន ក្រម
1868,male,ចេន សុមេធា
1869,female,ទឹក សម្បត្តិ
1870,male,ប៊ុន សារឿន
1871,female,ឱម ស្រីនិច
1872,female,អ៊ុច សុគន្ធកញ្ញា
1873,female,ជ័យ ប៉ែន
1874,female,ស្បោង ចន្ថា
1875,female,វ៉ាង ស្រីនាថ
1876,male,សុខ សុគម
1877,female,ឌួង សុជាតា
1878,male,សឺន ដានី
1879,male,លិម ហ៊ឹម
1880,male,រួយ សារឿន
1881,male,វ៉ាង ទូច
1882,male,ខាត់ ពិសិដ្ឋ
1883,female,ឯក សាវ៉េត
1884,female,ទី ភួង
1885,male,អៀវ ពៅ
1886,male,មាស សារឿន
1887,female,ចុក សែន
1888,male,អ៊ូ ម៉េង
1889,female,រ៉េត ផល្លា
1890,male,លិម សមាត្រ
1891,male,ចេន អ៊ូ
1892,female,ឡាយ ម៉ូនីកា
1893,female,ឌុល ណាន
1894,male,សឺន សាវឿន
1895,female,ស្រី ធា
1896,female,ងួន សុកមាញ
1897,female,ឆន ពិសី
1898,male,ង៉ុយ ណារ៉ុង
1899,female,សាន់ សោភា
1900,male,សន ឱក
1901,female,ប៉ាង ម៉ូនីកា
1902,male,ឌិន កុសល
1903,female,ឱក គុន្ធារ
1904,female,ចន្ទ សាវ៉ាន់
1905,male,ឌិន ឫទ្ធិ
1906,female,ចុក ភួង
1907,female,ឱ ធី
1908,female,តាង លីហ្សា
1909,female,រួយ សំ
1910,male,ទុំ ផល្លា
1911,female,ឌុល ពិសិដ្ឋ
1912,male,ទាវ ទិព្វសព្ទ
1913,male,ខេម វុឌ្ឍី
1914,male,ទេព សៀន
1915,female,កែប ភួង
1916,male,លី កុសល
1917,female,ឈិត ឈូករតន៍
1918,male,សោម ពិជ័យ
1919,male,សៀង សារិទ្ធ
1920,male,ប៉ាង ចិន្ដា
1921,female,ឱ បូណ៌មី
1922,female,ចាន់ សុខា
1923,female,រស់ នី
1924,female,ទូច រដ្ឋា
1925,female,វ៉ាង ភាក្គ្លី
1926,female,ស ចន្ទនារី
1927,male,ផាន ណាង
1928,female,សុខ ឈូក
1929,male,ខាត់ សមាត្រ
1930,male,ឱក សុភា
1931,male,ឌុល អន
1932,male,ឃាង លាភ
1933,male,យស់ សុវណ្ណា
1934,female,សាន ស្រីមុំ
1935,female,ឈឹម រ៉ន
1936,female,អុង សុម៉ាលី
1937,male,ឈិត សុផាត
1938,female,ភី ហ្ស៊ូ
1939,male,សេន ងិន
1940,female,កែប ធា
1941,female,សៅ ហាន់
1942,female,ខាត់ គុន្ធារ
1943,female,លីម ចន្ទនារី
1944,female,ឈិត សីម៉ា
1945,female,ជិន តុលា
1946,male,លី សម្រិត
1947,female,មាន សារឿន
1948,male,ឡាយ ម៉េង
1949,male,ខាយ ចន្ថា
1950,male,ញឹក ឱក
1951,female,ក្រម សុខ
1952,male,ខាយ សុគម
1953,female,ទាវ និមល
1954,female,លិម ជា
1955,female,ស៊ន សារិទ្ធ
1956,female,ទេព ប៉ែន
1957,female,ប៊ុន សុធី
1958,male,ទាវ រដ្ឋា
1959,male,ឆាយ ណារិទ្ធ
1960,female,ង៉ុយ សុផល
1961,male,លិម ម៉េង
1962,male,សង សុខ
1963,female,ឈិត គឹម
1964,male,ឌិន សុខ
1965,female,ថន សាន
1966,female,សូ ហ៊ិន
1967,female,សិន បុប្ផា
1968,female,ពេជ្រ គឹម
1969,female,អិម សុផាត
1970,male,លិម វិបុល
1971,male,ជា រតនា
1972,female,តាំង សូរិយា
1973,male,ឈឹម វាសនា
1974,male,ឆន សុខ
1975,female,ឱម សុគម
1976,female,ឃិន និសា
1977,male,ស្បោង សារិទ្ធ
1978,male,សេន សុភក្ត្រ
1979,female,ស្បោង ស្រីពេជ្រ
1980,male,ចាន់ ចាន់ណា
1981,male,នី និស្ស័យ
1982,male,ទឹក លុយ
1983,male,អ៊ុយ ឫទ្ធិ
1984,male,ជ័យ សំណាង
1985,female,មួយ ច័ន្ទដារិទ្ធ
1986,male,ពិជ ស្បោង
1987,female,ម៉ាក លាង
1988,female,ញឹក សាវ៉ាន់
1989,male,ប៉ែន យ៉េន
1990,female,ក្រម ទូច
1991,female,ឃាង សុផល
1992,male,ស្រី ពៅ
1993,female,ទី ស៊ីវន
1994,female,រ៉េត អម្ពរ
1995,female,សៅ សីម៉ា
1996,male,ម៉ាក សុភក្ត្រ
1997,female,ឆន សុគន្ធរី
1998,male,ប៉ាង តារា
1999,female,អិម ចិន្តា
2000,female,ឱម សុខ
2001,female,ឆោម ពីលីកា
2002,male,លិម សាកងៀ
2003,male,សាន់ សារឿន
2004,female,ជឹម សាម៉ន
2005,male,លិម សុគម
2006,male,អិម ចំរើន
2007,female,ឃិន សុខ
2008,female,ជាម រតនា
2009,male,ហ៊ុន ពិជ
2010,male,ចេន ក្រយ៉ា
2011,male,សុង ជ័យ
2012,male,សរ សុមេធា
2013,female,ឌួង ឈូក
2014,male,តាត ផាល្លេះ
2015,female,ទឹក សាវ៉េត
2016,male,ប៉ាង សាកងៀ
2017,female,កែវ ណារី
2018,female,សៀង ចន្ទ
2019,male,កែវ ហេង
2020,female,ហេង ឈូក
2021,female,ជី លីនដា
2022,male,ឈិត វីរៈ
2023,female,ចន្ទ ឡេង
2024,male,កែប ផា
2025,male,ស ពិសិដ្ឋ
2026,female,សម សីហា
2027,male,រស់ ងួន
2028,male,ឆន ច័ន្ទដារិទ្ធ
2029,female,តូច រៅំឌើល
2030,male,អៀម សមសួន
2031,female,ហូ សាំភេះ
2032,male,ឡាយ ប៊ុន
2033,female,សាត កែវ
2034,male,សុង ណែន
2035,female,ស៊ន សាន
2036,female,ជិន រតនា
2037,male,យស់ សុភា
2038,male,សេង រូ
2039,male,រ៉ន ពិជ
2040,female,ង៉ុយ សឺម៉ន
2041,female,សង ស្រីនាថ
2042,female,សោម ស៊ីណាត
2043,female,លី ផ្កា
2044,male,រ៉ន សាកងៀ
2045,female,សម រ៉ន
2046,male,ខៀវ សារិទ្ធ
2047,female,រ៉េត ម៉ាឡាន
2048,female,មួយ សោភា
2049,male,ស៊ុន សុភាព
2050,male,ជិន រង្សី
2051,male,ឃិន ចាន់ណា
2052,male,ឱម វិទូ
2053,female,មូល សំ
2054,female,ប៉ែន សុធី
2055,male,ស សែន
2056,female,យស់ សុគម
2057,male,ខេម ពៅ
2058,female,ហេង ចាន់ណា
2059,female,វ៉ាង ធារី
2060,female,ឌួង ណាត់
2061,female,មាន សុគន្ធ
2062,female,សោម ម៉ម
2063,male,មា ព្រះ
2064,female,ក្រម ភួង
2065,male,ចាន់ សារឿន
2066,female,យស់ ឆោម
2067,male,ឆោម សុភា
2068,female,នី សីហា
2069,male,ស៊ី ចំណាន
2070,male,សាន ហ៊ិន
2071,female,កែប ចន្ទនារី
2072,female,កែវ ម៉ៅ
2073,female,មូល ចាន់ធី
2074,female,មាន កែវមនី
2075,female,ជ័យ សូនីតា
2076,male,សាង សម្រិត
2077,male,លីម មុនី
2078,female,ហ៊ិន យ៉ាន
2079,male,ទិត្យ សុភក្ត្រ
2080,female,ឈឹម គឹម
2081,female,ភី វណ្ណា
2082,female,ណាត់ គឹម
2083,male,សង សុគន្ធ
2084,female,យស់ ឯក
2085,female,ឃីម ខាន់
2086,female,ចន្ទ សមាត្រ
2087,female,ចាន់ បុប្ផា
2088,female,ង៉ុយ ឧសភា
2089,female,ហេង ម៉ាលី
2090,female,ជាម ចន្ថា
2091,male,កឹម រ៉ាយ
2092,male,តក់ ខាន់
2093,male,ចេន សុធី
2094,male,ជា សមសួន
2095,male,ឈឹម ទិព្វសព្ទ
2096,female,រស់ គុន្ធា
2097,female,ស៊ូ ជា
